DNI,Nombre,Edad,Ciudad,Sueldo
48124858,Jessica Hall                            ,51,Lopeztown                ,3095.73
23819076,Amy Parker                              ,54,Huffberg                 ,2912.42
27702786,Lauren Jackson                          ,35,Torrestown               ,2039.95
11280812,Jeffrey Hall                            ,47,Wilsonport               ,3481.09
53609423,Shane Wright                            ,52,New Caitlynland          ,4749.13
49449460,Brandon Smith                           ,58,Figueroaport             ,2661.84
27923427,Mark Smith                              ,26,Lesliechester            ,2407.57
28009680,Jason Holt                              ,23,New Ricardo              ,2482.46
91591187,Karen King                              ,41,New Stephenview          ,2654.41
86175956,Daniel Jones                            ,23,Muellermouth             ,2121.34
60009515,John Anderson                           ,38,Lake Leslie              ,3670.37
45146870,Kristen Garcia                          ,70,Riceborough              ,4369.83
29051812,Christina Black                         ,46,New Bonniefurt           ,4756.71
65776904,Crystal Greene                          ,18,Port Daniel              ,3449.75
35559640,Christopher Smith                       ,62,New Richard              ,4019.98
86323970,Jesse Malone                            ,49,Pearsonhaven             ,1847.25
89371177,Eric Grant                              ,34,North Courtneyberg       ,3381.98
96543872,Christopher Turner                      ,48,Lancemouth               ,3579.07
69272652,Christopher Garcia                      ,28,East Heather             ,1991.18
33513668,David Marshall                          ,51,Ericaside                ,1030.1
51813678,Thomas Mcmahon                          ,21,East Amy                 ,2620.84
33172323,Shawn Stevens                           ,33,South Tina               ,4170.01
34131355,Thomas Smith                            ,76,Katherinebury            ,3779.0
24498220,Benjamin Walker                         ,28,North Jillland           ,2514.45
77160324,Madison Green                           ,71,North Gilbert            ,3022.59
80960852,Cassandra Galloway                      ,31,Kellieburgh              ,2113.3
96407443,Lisa Ramos                              ,35,Murrayfort               ,3305.67
75129249,Natalie Murphy                          ,37,Brownborough             ,1545.36
45181234,Tim Davis                               ,26,Lake Laura               ,3928.56
56751428,Nicole Robles                           ,18,East Troyport            ,3068.73
32770119,Amanda Downs                            ,66,Patriciastad             ,3594.55
26676264,Melvin Johnson                          ,45,South Ricardo            ,1857.76
84058820,Elizabeth Lynch                         ,26,Smithland                ,1009.58
88526010,Michelle Ramirez                        ,70,Lake Carla               ,2018.68
72071292,Raymond Faulkner                        ,42,East Deanna              ,4355.63
89246610,Lisa Brown                              ,51,Travischester            ,4230.86
24607568,Scott Barker                            ,38,Nicolefurt               ,1793.97
77999943,Ashley Chan                             ,65,Amyborough               ,1009.67
50324118,Jeffrey Richardson                      ,48,West Jasonview           ,4281.0
71000548,Michael Morales                         ,45,Jonestown                ,3885.35
31860525,Leah Jones                              ,74,East Matthew             ,3336.19
52359539,Dennis Dunn                             ,20,New Kathy                ,3908.79
80317208,Lisa Jarvis                             ,40,Traceyfurt               ,3260.16
27978933,Kelly Duncan                            ,75,Smithchester             ,2951.55
63876153,Heidi Banks                             ,23,Blevinsshire             ,2994.2
35783617,Carl Scott                              ,64,Terryport                ,1264.57
49670876,Todd Smith                              ,30,East Stephanie           ,2807.28
13000772,Jennifer Henderson                      ,26,South Peter              ,4521.85
54555370,William Lin                             ,31,West Michael             ,2814.07
58939754,David Lam                               ,21,South Laurenport         ,2778.77
44820186,Mark Johnson                            ,27,West Kelseybury          ,2641.2
30488620,Jeremiah Myers                          ,59,Johnsonhaven             ,3615.05
78452610,William Mooney                          ,77,South Jessicafort        ,1278.37
95219144,Shannon Love                            ,64,East Shellytown          ,1970.77
41702594,Kevin Weber                             ,32,West Laurenbury          ,2125.59
51351593,Sherry Mccormick                        ,29,Leemouth                 ,2099.9
54487835,Benjamin Elliott                        ,55,Leemouth                 ,2956.49
77865996,Amanda Mack                             ,59,North Heidifort          ,4544.25
87477159,Mr. Edward Gonzalez                     ,23,Port Robertchester       ,3845.75
64146560,Marcus Martin                           ,33,Lake Tamaraberg          ,4873.93
69156308,John Carson                             ,62,Bakerchester             ,2011.74
53664769,Ana Brown                               ,22,North Michele            ,2936.04
80184241,Jeremy Garcia                           ,43,Nicholasport             ,2177.5
58907648,Courtney Mcgee                          ,52,North Sandy              ,4940.39
35415670,Alyssa Rodriguez                        ,53,Donaldborough            ,4724.99
77985617,Michael Myers                           ,71,Virginiabury             ,2780.83
33774473,Andrew Contreras                        ,38,Veronicafurt             ,2634.73
95328299,Christina Henry                         ,40,Eriktown                 ,3359.75
71632879,Elizabeth Smith                         ,58,Paulshire                ,4250.87
14035101,Connor Salas                            ,20,Jacobmouth               ,3801.93
15233230,Douglas Petersen                        ,18,North Benjaminville      ,3234.82
93191591,Amy Morrison                            ,54,Brownmouth               ,1733.55
76672079,Brent Baker                             ,51,Charlesshire             ,1436.15
29720674,Mark Fleming                            ,59,Brittanyport             ,1479.49
